Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged
2283563793,"Apr 12, 2019, 5:18:21 AM",Morning Run,Run,,4863,14.58,130,false,"",activities/2283563793.gpx,80.0,,4863.0,4727.0,14581.5,7.199999809265137,,148.46653747558594,,42.599998474121094,65.0999984741211,10.699999809265137,0.006858005188405514,,,,,170.0,155.76856994628906,,,0.0,,,130.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,4275394.0,,,,,,,,,,
2291045598,"Apr 15, 2019, 5:21:49 AM",Morning Run,Run,,4846,10.56,89,false,"",activities/2291045598.gpx,80.0,,4846.0,3221.0,10568.328125,5.0,,76.02706146240234,,43.20000076293945,57.20000076293945,8.600000381469727,0.0009479302098043263,,,,,173.0,155.98251342773438,,,0.0,,,89.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,4275394.0,,,,,,,,,,
2295948320,"Apr 17, 2019, 5:20:19 AM",Morning Run,Run,,4917,14.06,131,false,"",activities/2295948320.gpx,80.0,,4917.0,4584.0,14064.8798828125,5.5,,143.92904663085938,,43.29999923706055,65.0999984741211,9.100000381469727,-0.007840118370950222,,,,,183.0,156.9657745361328,,,0.0,,,131.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,4275394.0,,,,,,,,,,
2302614565,"Apr 19, 2019, 4:53:00 PM",Evening Run,Run,,3885,13.23,179,false,"",activities/2302614565.gpx,80.0,,3885.0,3813.0,13232.8076171875,5.0,,114.00416564941406,,-2.9000000953674316,35.400001525878906,19.100000381469727,0.275190144777298,,,,,184.0,172.80752563476562,,,0.0,,,179.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,4275394.0,,,,,,,,,,
2308122498,"Apr 21, 2019, 4:35:56 PM",Osterlauf,Run,"",3860,13.22,144,false,"",activities/2308122498.gpx,80.0,,3860.0,3830.0,13221.7109375,5.199999809265137,,117.69761657714844,,-2.9000000953674316,38.79999923706055,21.600000381469727,-0.036365289241075516,,,,,178.0,162.9104461669922,,,0.0,,,144.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,4275394.0,,,,,,,,,,
2319641973,"Apr 26, 2019, 4:31:35 AM",Morning Run,Run,,6668,21.38,204,false,"",activities/2319641973.gpx,80.0,,6668.0,6587.0,21379.140625,6.800000190734863,,125.91194152832031,,26.5,40.900001525878906,18.799999237060547,-0.02385607734322548,,,,,176.0,158.42750549316406,,,0.0,,,204.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,4275394.0,,,,,,,,,,
2344588292,"May 5, 2019, 3:57:19 PM",Evening Run,Run,,3538,12.14,,false,"",activities/2344588292.gpx,80.0,,,3538.0,12145.599609375,7.900000095367432,,73.66260528564453,,43.29999923706055,57.20000076293945,13.0,0.0008233434055000544,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4275394.0,,,,,,,,,,
2355546019,"May 10, 2019, 5:15:20 AM",Morning Run,Run,,4413,14.90,248,false,"",activities/2355546019.gpx,80.0,,,4398.0,14907.287109375,5.800000190734863,,93.70237731933594,,26.600000381469727,59.599998474121094,17.100000381469727,-0.00134162453468889,,,,,191.0,,,,0.0,,,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4275394.0,,,,,,,,,,
2361248264,"May 12, 2019, 9:04:13 AM",Lunch Run,Run,,6699,21.43,248,false,"",activities/2361248264.gpx,80.0,,,6662.0,21430.044921875,5.599999904632568,,135.19580078125,,22.0,42.400001525878906,42.70000076293945,0.012135526165366173,,,,,174.0,,,,0.0,,,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4275394.0,,,,,,,,,,
2374099826,"May 17, 2019, 5:31:14 AM",Morning Run,Run,,3272,10.56,120,false,"",activities/2374099826.gpx,80.0,,,3272.0,10559.2822265625,5.5,,87.0811538696289,,43.20000076293945,57.20000076293945,8.300000190734863,-0.011364390142261982,,,,,178.0,,,,0.0,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4275394.0,,,,,,,,,,
2379464901,"May 19, 2019, 8:55:42 AM",Morning Run,Run,,4284,13.82,179,false,"",activities/2379464901.gpx,80.0,,,4284.0,13823.3671875,5.400000095367432,,131.7884979248047,,43.20000076293945,65.0999984741211,9.699999809265137,0.0,,,,,187.0,,,,0.0,,,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4275394.0,,,,,,,,,,
2388603137,"May 22, 2019, 5:30:38 PM",Berliner Firmenlauf 2019,Run,"",1353,5.31,87,false,"",activities/2388603137.gpx,80.0,,,1350.0,5318.2001953125,7.0,,31.630952835083008,,32.099998474121094,41.599998474121094,6.599999904632568,-0.05264939367771149,,,,,193.0,,,,0.0,,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4275394.0,,,,,,,,,,
2392621590,"May 24, 2019, 5:29:27 AM",Morning Run,Run,,4883,15.88,215,false,"",activities/2392621590.gpx,80.0,,,4883.0,15882.431640625,7.800000190734863,,141.2613525390625,,43.20000076293945,65.0999984741211,8.699999809265137,-0.01007880363613367,,,,,184.0,,,,0.0,,,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4275394.0,,,,,,,,,,
2398022514,"May 26, 2019, 6:54:43 AM",Morning Run,Run,"",9065,27.58,363,false,White,activities/2398022514.gpx,80.0,,,8856.0,27582.201171875,6.699999809265137,,181.61729431152344,,26.600000381469727,55.5,20.299999237060547,-0.0003626105026341975,,,,,182.0,,,,0.0,,,363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4512795.0,,,,,,,,,,
2405726683,"May 29, 2019, 6:01:12 AM",Morning Run,Run,"",3912,13.07,112,false,White,activities/2405726683.gpx,80.0,,,3905.0,13077.3798828125,5.400000095367432,,87.07638549804688,,130.89999389648438,154.0,6.099999904632568,0.0,,,,,179.0,,,,0.0,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4512795.0,,,,,,,,,,
2410938836,"May 31, 2019, 5:59:00 AM",Morning Run,Run,,3692,12.02,90,false,,activities/2410938836.gpx,80.0,,,3666.0,12026.5322265625,4.800000190734863,,32.47142791748047,,93.19999694824219,101.4000015258789,8.199999809265137,-0.0016629942692816257,,,,,165.0,,,,0.0,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
